Artist,Lyrics
nirvana,No I don't have a gun
blink-182,"Everyone works and fights, stays up all night to celebrate the day"
adele,I know this for sure
blink-182,She's all I'm always wanting you And all again I wait for this
rihanna,"And I hate how much I love you, boy"
lady-gaga,No he can't read my poker face
rihanna,Safe to say I paved the way
lin-manuel-miranda,"He has flown too close to the sun"" You and your words, obsessed with your legacy"
bruno-mars,"You better run, (you better run)"
michael-jackson,The Hurt Came Back At Me
nirvana,I will never promise to
lady-gaga,"I will be right by your side If I can't find the cure, I'll"
blink-182,"(I miss you, miss you)"
bruno-mars,"Throwing that thing from left, right, side-to-side"
bruno-mars,How could a day be so long? Never believe that things
lady-gaga,Russian Roulette is not the same without a gun
britney-spears,We use our bodies to make our own videos
lady-gaga,"I might not be flawless, but you know"
michael-jackson,Why can't you see that you'll never ever hurt me
blink-182,Hope you enjoy it this time
adele,"Just remember, that come whatever, I'll be yours all alone I wasn't ready then, I'm ready now"
lin-manuel-miranda,"But just you wait, just you wait When he was ten his father split, full of it, debt-ridden"
nirvana,"And then you gonna get sicker than, ah Help me, fucking hoses"
radiohead,With no alarms and no surprises
lin-manuel-miranda,"I'm young, scrappy and hungry"
lady-gaga,But you're giving me a million reasons
britney-spears,Allow me to get you right
lin-manuel-miranda,"Wait Hey hey hey hey (ohh, I do I do I do I)"
rihanna,It beats me black and blue but it fucks me so good
rihanna,You was just another nigga on the hit list
bruno-mars,Ive Been Looking For Her All Night Where Did She go
bruno-mars,Mi amor es como bala
radiohead,"But I'm a creep, I'm a weirdo"
nirvana,Living out your date with fusion
nirvana,But he don't know what it means
bruno-mars,And I'm on the outside
bruno-mars,But you won't need it anymore
nirvana,I think she wants some water
michael-jackson,And Now I Wonder Why
adele,You made me want you
bruno-mars,"Mad woman, bad woman, that's just what you are, yeah"
radiohead,"We know the way you talk,"
adele,"You may have my number, you can take my name"
bruno-mars,How do I expect to get there
michael-jackson,'Cause I've been looking around
blink-182,Soon we'll all be gone
lin-manuel-miranda,"Ask anybody why we livin' fast and we laugh, reach for a flask"
radiohead,In your arms (don't hurt me)
bruno-mars,I wanna be a billionaire so f***in' bad Oh every time I close my eyes
michael-jackson,In This Place You'll Feel
lin-manuel-miranda,Burn You published the letters she wrote you
michael-jackson,I Can't Let Her Get Away
rihanna,"American, American Oxygen American oxygen"
lin-manuel-miranda,"Ay, let 'em hear ya Let's go Whoa, whoa, whoa I said shout it to the rooftops"
nirvana,"As an old Memoria, memoria"
lin-manuel-miranda,"Relax, have a drink with me"
adele,Watched it pour as I touched your face
britney-spears,Sometimes I'm scared of you
rihanna,Last night I got high as the expectations
nirvana,"Here we are now, entertain us"
lady-gaga,Or the color of a man petrified by a woman
britney-spears,"Gimme, Gimme, More (Oh woah oh!)"
britney-spears,"Where is your heart (where is your heart), when I'm not around (I'm not around)"
blink-182,Let me go in her room
radiohead,Take me on board their beautiful ship
britney-spears,It's 'bout time I hit the streets
blink-182,Anything but I'd go through hell for you and I haven't been this scared in a long time
lady-gaga,I still feel the blow
nirvana,I'm half the man I used to be
lin-manuel-miranda,I am nevertheless too sensible of my defects
bruno-mars,Say the word and we go
lady-gaga,"Do what you want, what you want with my body Write what you want, say what you want 'bout me"
adele,And I can hear by the way you talk that talk
bruno-mars,"But show me show me show me tonight, yeah Love the way that you laugh, the way that you smile"
lin-manuel-miranda,When's it gonna get me?
blink-182,It makes no sense at all
rihanna,You take my love for granted
britney-spears,My loneliness ain't killing me no more
lin-manuel-miranda,"Sometimes I get over excited, shoot off at the mouth"
rihanna,and I wish that you'd come save me
michael-jackson,But I have not the words here to explain
michael-jackson,You are there when the night's in town
bruno-mars,"Oh, blame it on your measurements"
lin-manuel-miranda,You forfeit the place in our bed
britney-spears,"Like a slumber party No, n-no, no, you and I, I, I"
blink-182,Size extra large Sip a drink of the alcohol
lin-manuel-miranda,"We're gonna, rise up, rise up It's time to take a shot"
nirvana,"The ways in his socket,"
bruno-mars,And close the door (close the door)
michael-jackson,Should you arrive and it's not there
radiohead,I dance around the pit
radiohead,Well what am I to do?
blink-182,"(Na, na na, na na, na na"
adele,I'm willing to take the risk
radiohead,Oh hail to the thief
lady-gaga,"How she at it, a fanatic and I think it's goin' down"
michael-jackson,I said if you're thinkin' of being my baby
bruno-mars,"'Cause that's what friends are supposed to do, oh yeah Whoa, whoa"
radiohead,Glassy eyed light of day
nirvana,Daddy's little girl ain't a girl no more
britney-spears,You better work bitch All the people in the crowd
lin-manuel-miranda,I'm helpless Look into your eyes
michael-jackson,Don't stop 'til you get enough
lady-gaga,"Donatella 'Cause she walks so bad, like it feels so good"
lady-gaga,You don't own my life but
blink-182,I just wanted to hold on
rihanna,Wishing I could hold on longer
bruno-mars,"Straight up and down Girl, tell me when you're ready"
bruno-mars,"Ladies put your hands up, up , up"
blink-182,I'm always nervous on days like this like the prom
bruno-mars,"So don't even bother asking if you look okay, you know I'll say When I see your face"
bruno-mars,"Open up your gates cause I can't wait to see the light, uh!"
rihanna,Like I'm the only one that you'll ever love
blink-182,You do with your pigtails
lady-gaga,Meet me at electric chapel
bruno-mars,"If I knew one day you would come Now, baby, now, baby, now, baby"
nirvana,"Yeah mama, this surely is a dream, [dig it] Hangin' 'round downtown by myself"
rihanna,"Sex with me, so amazing"
lin-manuel-miranda,"If we try to fight in every revolution in the world, we never stop"
michael-jackson,She Said You Know My Name
rihanna,I swear I wish somebody would tell me
adele,"But we do, but we do, but we do I thought I knew myself, somehow you know me more"
michael-jackson,'Cause you really can't control me
lady-gaga,And when you're gone I'll tell them my religion's you
lady-gaga,Would you give it all up?
nirvana,Daddy's little girl ain't a girl no more
bruno-mars,Take you to every party
adele,I'm the only one in love Why do you steal my hand
radiohead,What am I coming to?
blink-182,We started alone in the end we're okay You said
radiohead,You really messed up everything
britney-spears,"Gimme gimme more, gimme more, gimme gimme more"
adele,But how will you ever know if you never try
adele,"I find the less I look, more I find"
michael-jackson,If you want the one you love
michael-jackson,Shake Your Body Won't You G'on Get Down
britney-spears,My loneliness ain't killing me no more
adele,And when you stand before the candles on a cake
nirvana,"Conclusion came to you, ohhh. And if you cut yourself,"
britney-spears,"Gimme, Gimme Bet you didn't see this one comin"
adele,Are the wonders of my world
lady-gaga,"Funk me downtown Hurts inside, but not this time"
bruno-mars,"You never know, I might though"
bruno-mars,Funny how time flies when you're in love
britney-spears,"The joy of Pepsi, yeah Tiny hands"
rihanna,That I was the one
bruno-mars,Cause I'm usually so nonchalant
radiohead,"Don't reach out, don't reach out)"
michael-jackson,All you have to do is call
rihanna,Can you get it up
nirvana,You won't be afraid of fear
michael-jackson,"Tell the angels no, I don’t wanna leave my baby alone"
blink-182,I couldn't wait for the summer and the Warped Tour
lady-gaga,I could be the green in your blunt
britney-spears,Or you happy to see me? [Chorus]
britney-spears,"And make me ooh (move), ooh, ooh (yeah), ooh"
lin-manuel-miranda,"Not throwing away my shot How does a bastard, orphan, son of a whore"
britney-spears,"I expect you do, so why haven't you?"
blink-182,Let me go in her room (I'm feeling this)
blink-182,You're to blame Let this train wreck burn more slowly
britney-spears,Let me see you dance
adele,You know I'm never gonna leave you
adele,"My heart so bad, it cuts through"
lin-manuel-miranda,Then count One two three four Five six seven eight nine Number Ten paces Fire How does a ragtag volunteer army in need of a shower
michael-jackson,Love is here to stay...
michael-jackson,"Ooh, girl, you're so together"
radiohead,In your arms (don't hurt me)
lin-manuel-miranda,I'm Lafayette I go to France for more funds Lafayette I come back with more Guns
radiohead,"Floating upon the surface for the birds?, the birds?, the birds?"
blink-182,"Pick me up now, I need you so bad."
michael-jackson,I don't wanna talk about it (let's talk about it)
radiohead,I wish you'd get up get over
britney-spears,"Get it get it, get it get it (oh) I know I may come off quiet, I may come off shy"
lady-gaga,"Meet me, meet me baby in a safe place"
bruno-mars,"You make me testify, uh!"
britney-spears,"All of the boys begging Britney, hit 'em one more time"
lady-gaga,Like we're on top of the world in my Fashion!
blink-182,How can you say you meant anything different
britney-spears,But I know what you are
britney-spears,Livin' in sin is the new thing (yeah)
britney-spears,When I'm out from under
lady-gaga,And I'll sing once more Girls in white dresses with blue satin sashes
lin-manuel-miranda,"See, I never thought I'd live past twenty"
michael-jackson,I Love The Way You Shake Your Thing
michael-jackson,(Won't you give me some time)
radiohead,What the hell am I doing here?
nirvana,And that's old news Would you like to hear my voice
britney-spears,I'm already here 'Cause I just discovered
blink-182,For a hobby I make bombs Went to a farm to tip some cows
adele,That we might be exactly like we were
lady-gaga,What do you wanna do? You got your cigarette
radiohead,"Talking to my girlfriend, waiting for something to happen"
adele,"(Tears are gonna fall, rolling in the deep)"
radiohead,You are all I need
bruno-mars,"If you're ready, like I'm ready Cause it's a beautiful night,"
lin-manuel-miranda,"Get your education, don't forget from whence you came"
rihanna,Shine bright like a diamond
michael-jackson,Exactly What We're Doin' (Yeah)
radiohead,Forget about your house of cards
lin-manuel-miranda,Somehow defeat a global superpower?
michael-jackson,"Honey, Come Set Me Free"
bruno-mars,Just the way you are The way you are
lin-manuel-miranda,"We have to make this moment last, that's plenty Scratch that this is not a moment, it's the movement"
britney-spears,"Nothing I can do, I'm really crazy about you"
radiohead,Cause all I want is the moon upon a stick
britney-spears,I know your mom said not to
lin-manuel-miranda,It takes and it takes and it takes
bruno-mars,We keep rocking while they knocking on our door
rihanna,"""How could you let us down?"""
britney-spears,"Tonight, my senses don't make sense at all"
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
blink-182,(Place your hand in mine)
radiohead,"The bangers in the mash, the negatives for cash"
bruno-mars,We out here drippin' in finesse
britney-spears,Won't you give me something to remember?
bruno-mars,Just the way you are When I see your face
rihanna,Cause it's hurting me to let it go
blink-182,"It's late, so shut up"
rihanna,Wishing I could hold on longer
blink-182,"With you, with you, with you, with you again This bed, on fire"
lin-manuel-miranda,Where I come from some get half as many
britney-spears,The way that I trust in you Sometimes I run (sometimes)
rihanna,"Like so close if they heard you, you wouldn't find out"
britney-spears,Now I hold them at attention
michael-jackson,I hate your kind baby
adele,"'cause you're the only one I want, yeah"
rihanna,Ohh Money on my mind
bruno-mars,My favourite part of the day
britney-spears,"(I like a bad girl, I like a bad girl) Come and punish me"
nirvana,Don't expect me to die
lady-gaga,Lay back and feast as this audio guides you through new and exciting positions I wanna be the girl under you
britney-spears,"So baby come with me and be my ooh la la Take my hand, we can go all night"
blink-182,A memory that's full of fun
michael-jackson,Mi vida no es vida
rihanna,I need love and affection
michael-jackson,So don't be feeling this way boy!
lady-gaga,I'm just at a party
adele,"But it don't matter, it clearly"
michael-jackson,They thought they really had control of me
rihanna,"What do I gotta do to get in your motherfuckin' heart? Baby like ah, woo, ah"
adele,And neon lights and waiting papers
lady-gaga,I'll fix you with my love
lin-manuel-miranda,"Across the waves, he struggled and kept his guard up"
britney-spears,Come on Britney lose control
adele,To hold in your arms
michael-jackson,I've got to be on time
radiohead,We scratch our eternal itch
nirvana,Electrolytes smell like semen I promise not to sell your perfumed secrets
adele,I often think about where I went wrong
lin-manuel-miranda,"And before he was your friend, he was mine"
lady-gaga,Do you want love or you want fame?
blink-182,I screamed into a microphone
britney-spears,"Light it up and let`s let it blow,blow,blow"
radiohead,And I can't face the evening straight
bruno-mars,Come on here and show me why you got the whole club starin' at you
bruno-mars,"(Gimme what you got, gimme gimme what you got)"
nirvana,Her milk is my shit
nirvana,There's talk about someone else
lin-manuel-miranda,And revolution is messy but now is the time to stand
blink-182,Neighbors and friends that you don't know
blink-182,"Turn the lights off, carry me home"
rihanna,"Oh, I love the way you lie So maybe I'm a masochist"
lady-gaga,"I wonder if this could be love (Venus) Have an oyster, baby, it's Aphrod-isy"
rihanna,Make sure that your heartbeat beats with the rhythm
blink-182,"I've missed you very, very much since that last night we were together, and will hold that night especially in my memories for years to come. I've been turning it over and over in my mind lately."
lin-manuel-miranda,"You accumulate debt, you accumulate power"
britney-spears,So forgive me If I do
britney-spears,Here we are with nothin' but honesty
nirvana,And the animals I've trapped
nirvana,"With,the lights,out it's less dangerous"
radiohead,Blame it on the satellite that beams me home
lady-gaga,When we dance real crazy
michael-jackson,So he can do or else
adele,There is something in your loving
radiohead,Houses move and houses speak
radiohead,We are of the earth
michael-jackson,"I am the victim of police brutality, now"
bruno-mars,Out here drippin' in finesse
michael-jackson,She... I dah dah dah dah dah
lady-gaga,Oh boy you've left me speechless
adele,"Love to you, ooh yeah"
radiohead,"I'd really like to help you, man"
michael-jackson,Then I will sell him
blink-182,Loss of a good friend best of intentions I found
britney-spears,And I don't want to be so damn protected There must be another way
rihanna,"But I can't control myself, got me calling out for help S.O.S., please someone help me"
michael-jackson,Why don't you scream and shout it
radiohead,There's an empty space inside my heart
bruno-mars,'Cause at the end of the night it is her I'll be holding I love you so
rihanna,And a little last night on these sheets
nirvana,I have never failed to fail Pain
rihanna,But you gotta watch your hands
radiohead,And that's what really hurts
bruno-mars,"Oooh take it off for me, for me, for me, for me now, girl"
radiohead,You really messed up everything
rihanna,Til the walls are goin' up
michael-jackson,Shorty really wanna be there for me
michael-jackson,I am here to stay
britney-spears,And get your own space
adele,"The scars of your love, they leave me breathless"
blink-182,(Are we alone do you feel it)
lin-manuel-miranda,Will they know you rewrote your game?
lin-manuel-miranda,"To subjugate, dehumanize a race, call 'em property"
lady-gaga,Show me your teeth (let me see your mean) Got no direction (no direction)
nirvana,Smell her on you It's so relieving to know that you're leaving as soon as you get paid
adele,Lay me down (through the night)
britney-spears,So overprotected I wanna see you move! With a taste of your lips
radiohead,The smell of the warm summer air
adele,Think of me in the depths of your despair
adele,Face it all together Let the skyfall (let the sky fall)
adele,I say your name like there should be an us
michael-jackson,Because we care we love enough to share
blink-182,I can take care of myself. Remember the days
lady-gaga,No he can't read my poker face
bruno-mars,Take a look in that mirror (take a look)
lady-gaga,Just like you used to be
bruno-mars,"Girl, I'll be a fleeko, mamacita"
michael-jackson,Good Friends . . .
lin-manuel-miranda,And I got y'all knuckleheads in loco parentis
rihanna,How to make you feel like a man Yeah
nirvana,Daddy's little girl ain't a girl no more
nirvana,"Stay away Give an inch, take a smile"
britney-spears,'Cause you know me inside out
britney-spears,"I'm like a fire, bottle busting in your face"
adele,"'Cause I knew that that was the last time, the last time, oh"
michael-jackson,To take my time wherever I go
nirvana,"Forever in debt to your priceless advice, your advice, your advice, your advice I'm so happy because today"
nirvana,And hang out on clouds
lady-gaga,No he can't read my poker face
rihanna,"you gave it to me,"
lin-manuel-miranda,I know the action in the street is excitin'
rihanna,Way back when we was kissing on your grand-mama's sofa
radiohead,You gotta be kidding me
radiohead,"Be a world child, form a circle"
nirvana,I see others just like me
adele,'Cause I've been by myself all night long
lady-gaga,And took the road to nowhere on my own Like Dorothy on a yellow brick
adele,We could have had it all
bruno-mars,Mi amor es como bala
britney-spears,Tonight I'm gonna be a little selfish
rihanna,It's like you were my favorite drug
radiohead,"Because you bit me, bit me, bit me, ow"
michael-jackson,Because It's Just A Matter Of Time
michael-jackson,I'm in love with a beautiful girl
michael-jackson,"But everyone told me so, to stop caring about you"
nirvana,"A mulatto, an albino, a mosquito, my libido"
radiohead,A moon full of stars and astral cars
adele,"Help, help oh oh. Chorus:"
michael-jackson,I was afraid of life and you came in time
britney-spears,"Pour the drinks, bring the noise (It's Iggy-Iggs!)"
lady-gaga,You're giving me a million reasons to quit the show
michael-jackson,Hey Pretty Baby With The
lady-gaga,Take me to your planet (to the planet)
lin-manuel-miranda,Tell your brother that he's gotta rise up
radiohead,"Off with his head, man"
lady-gaga,"'Cause when I'm with you, I fall apart,"
michael-jackson,It's A Promise So Untrue
bruno-mars,So I ain't got a thing to lose.
bruno-mars,Don't you lose your faith in me I know you wish you could hear me
lin-manuel-miranda,"Or matches my practical tactical brilliance Hamilton You wanna fight for your land back? (Hamilton) I need my right hand man back (Hamilton) Ah, uh, get ya right hand man back (Hamilton)"
bruno-mars,Hold me like I'm more than just a friend
michael-jackson,"And then one day you get it,"
adele,Four cold walls without parole
nirvana,Soaking all that they can
lin-manuel-miranda,You and I. Do or die. Wait till I sally in
britney-spears,"Wishing that heroes, they truly exist"
radiohead,I will eat you alive
bruno-mars,I know exactly what is on your mind (straight up)
lin-manuel-miranda,"He has flown too close to the sun"" You and your words, obsessed with your legacy"
lady-gaga,"Lord, show me the way"
lin-manuel-miranda,Is it like a beat without a melody?
radiohead,I am back to save the universe
lady-gaga,Can't believe my eyes so many women without a flaw.
blink-182,And sick of the boundaries
nirvana,Every line ends in rhyme
nirvana,I'm not the only one
radiohead,The best you can is good enough
michael-jackson,Can't we set him free
rihanna,"Palm to palm, we were always just that close"
nirvana,"Kill him, your mercy whore will Like the fucking resume"
lady-gaga,"'Cause when he's lookin', she falls apart"
lady-gaga,Held hands like we were seventeen again
nirvana,"No I don't have a gun Memoria, memoria She eyes me like a Pisces when I am weak"
blink-182,Hope you enjoy it this time
bruno-mars,I pretend that I'm asleep
britney-spears,Now it's nothing but my way
lin-manuel-miranda,"Yo, I'm John Lauren's in the place to be"
michael-jackson,Why you stab me in the back?
lin-manuel-miranda,I never had a group of friends before
radiohead,"Disappointed people, clinging on to bottles"
rihanna,Come Mr. DJ won't you turn the music up
radiohead,Everything all of the time (the first of the children)
blink-182,"Yeah later, see you around (Here we go motherfuckers)"
lady-gaga,Looking good and feeling fine
adele,There's only one way down I'm giving you up
adele,You have a place in my heart that will always be yours
nirvana,I'd rather be deal than cool
bruno-mars,Before I put my spell on you
lin-manuel-miranda,Ship that was New York bound I wrote my way out of hell
lady-gaga,What you want with my body
lin-manuel-miranda,Let's hope the next generation thinks of something better I saved every letter you wrote me
radiohead,It's gonna be a glorious day
adele,"The scars of your love, they leave me breathless"
rihanna,Know that we'll still have each other
britney-spears,And maybe I could be your girl
michael-jackson,I've got a sweeter song than
nirvana,And I'm living off of grass
nirvana,Here we are now entertain us
lady-gaga,"Come on, come on, come on"
lin-manuel-miranda,He ain't ever gonna set his descendants free
rihanna,You got your boys and got gone
nirvana,With the man who sold the world Polly wants a cracker
nirvana,Let?s talk about someone else
blink-182,They keep me up all night
michael-jackson,Morning glow is long past due
britney-spears,"Choose it, you don't wanna lose it"
radiohead,I wish that they'd swoop down in a country lane
adele,I gave you heaven on a platter baby
adele,You've gotta stop holding me the way you do
rihanna,Come Mr. DJ won't you turn the music up
rihanna,The high life No we won't say no
blink-182,The charade it won't last when he's gone I won't come back And it'll happen once again
rihanna,Like I'm the only one who knows your heart
lin-manuel-miranda,And we make our mistakes
rihanna,Can you get it up
nirvana,I want my complex back A wicked man
lady-gaga,Givin' me a million reasons
lady-gaga,Just for me the church bells rang Now he's gone I don't know why
nirvana,It is now my duty to completely drain you
radiohead,"Where you, you left me alone"
britney-spears,(A moment that is mine) that's mine
blink-182,Long journeys wear me out but
lin-manuel-miranda,'Zat a guarantee of freedom for our descendants?
nirvana,In every way I love you (In every way I'll help you?)
nirvana,"Speak, speak the truth What is wrong with me?"
bruno-mars,"If I lose you, baby"
adele,I could offer you a warm embrace
blink-182,"I'm a dandelion, you're a four-leaf clover"
lin-manuel-miranda,Raised enough for me to book passage on a
adele,"It was hard to write, had a lump in my throat"
nirvana,And forests have never grown
michael-jackson,You stayed for the ride
bruno-mars,"One shot for my pain,"
radiohead,I live in a town
blink-182,I cannot sleep I cannot dream tonight
adele,Boy I'm tired of trying
britney-spears,Just want you to raise my roof
radiohead,And we all went to heaven in a little row boat
michael-jackson,"You think you’re by yourself, but it’s my touch you felt"
lin-manuel-miranda,"Rise up, rise up, it's time to take a shot"
nirvana,They never said among them word
nirvana,Distill the life that's inside of me
michael-jackson,She says I am the one
lady-gaga,Some asshole broke me in
lin-manuel-miranda,The faults of incompetent abilities will be consigned to oblivion
lin-manuel-miranda,You built me palaces out of paragraphs
adele,It ain't no life to live like you're on the run
nirvana,The results are always perfect
britney-spears,Got you on my radar Interesting sense of style
bruno-mars,She's singing to herself like Da-da-da-da-da-da
nirvana,I'm so tired I can't sleep
lady-gaga,the second time around I'm so unpredictable
adele,You hang on every word I say
radiohead,Just to see what if
rihanna,I can't just let you run up on me like that (All on me like that) yeah
lin-manuel-miranda,"You never learned to take your time Oh, Alexander Hamilton When America sings for you"
blink-182,I'm always nervous on days like this like the prom
nirvana,While the angels and the devils
rihanna,Straight shots of the Buddha
rihanna,The night-time is the right time I wanna dance in the dark and never stop
britney-spears,Hear this and you'll want to sing
bruno-mars,That shit that turns her on
radiohead,I'll swallow till I burst
bruno-mars,'Cause at the end of the night it is her I'll be holding I love you so
rihanna,Want you to feel it now
lin-manuel-miranda,The world has no place in our bed
bruno-mars,She's so beautiful and I tell her everyday
blink-182,And we'll have Halloween on Christmas
michael-jackson,I might drop dead about what I saw
lin-manuel-miranda,"We have to make this moment last, that's plenty Scratch that this is not a moment, it's the movement"
lady-gaga,And meet me in my boudoir
lin-manuel-miranda,I know the action in the street is excitin'
blink-182,Place your hand in mine
michael-jackson,There ain't no second chance against the thing with forty eyes
rihanna,"Just take it on back, boy take it on back boy"
britney-spears,You gotta take that leap
adele,You had my heart inside of your hand
lin-manuel-miranda,While you're asking for his blessin'
adele,"So fast love is all that I've got on my mind Ooh, ooh"
adele,"The last time, the last time Sometimes I wake up by the door,"
radiohead,The big fish eat the little ones
blink-182,Tried hard not to get caught
blink-182,"Did I say it too loud? A bit hard or a little misleading La da da da, da da da da"
adele,And I swore you moved overseas
michael-jackson,When there are clouds in the sky
bruno-mars,"Lucky for you, that's what I like, that's what I like She took two stems of cherries"
rihanna,Everybody in the club give me a run (Run)
nirvana,"We don't know anything, my heart"
bruno-mars,is it strange i believe them again (oh oh oh)
lin-manuel-miranda,And no one shall make them afraid
lin-manuel-miranda,He knows nothing of loyalty
lady-gaga,I'm gonna marry the night
rihanna,When I was your girl
lady-gaga,"There's no reason, I know why you can't leave here with me"
lin-manuel-miranda,In New York you can be a new man Just you wait Alexander Hamilton We are waiting in the wings for you You could never back down
bruno-mars,"That's why I always turn around Ain't nobody that can love me, like you love me."
nirvana,Cold heart Yeah She should have stayed away from friends
blink-182,She kills with no life to spare
bruno-mars,"You'll tell me baby, baby please don't go away"
nirvana,"But those were all just guesses, wouldn't help you if they could When I was an alien"
bruno-mars,She said she liked percussions
blink-182,"My little windmill Shit, piss, fuck, cunt, cock-sucker,"
lady-gaga,It's exactly what I've been yearning for
nirvana,And he likes to shoot his gun
rihanna,"For the life you got, you know what I'm sayin?"
rihanna,"Love me Take it, take it"
rihanna,Bitch better have my money
lin-manuel-miranda,"Half-dead sittin' in their own sick, the scent thick And Alex got better but his mother went quick Moved in with a cousin, the cousin committed suicide"
michael-jackson,"'cause you came in time,"
blink-182,I'm jealous of everybody in the room
britney-spears,I put my spoon in your dip
rihanna,We found love in a hopeless place
michael-jackson,But oh so sad when it ends
blink-182,"Life just sucks, I lost the one, I'm giving up she found someone"
lin-manuel-miranda,Burning the letters that might have redeemed you
blink-182,"Boots and braces, yellow laces"
nirvana,Chains mowing life from trees. Do Re Mi.
britney-spears,(I just wanna dance next to you)
blink-182,One more time with feeling She said that I'm not the one that she thinks about and
nirvana,"I killed you, I'm not gonna crack I like it, I'm not gonna crack"
nirvana,(Alt: Think about some capsules of horse pills)
lin-manuel-miranda,"Inside, he was longing for something to be a part of"
nirvana,"Away, away from your home I'm afraid"
radiohead,You do it to yourself you do
lady-gaga,"Brooklyn, Atlanta, Houston, to New Orleans"
lin-manuel-miranda,In New York you can be a new man In New York you can be a new man
nirvana,One day when I was lost
lin-manuel-miranda,"Whoa, whoa, whoa said, to the rooftops"
michael-jackson,It's The Fallin' In Love That's Makin' Me High
lin-manuel-miranda,"When you're living on your knees, you rise up"
lin-manuel-miranda,Escorted me to bed and when she had me in a corner
radiohead,just to see what if
britney-spears,I can have my cake and eat it too
blink-182,"Worst painkiller, that all-in filler"
blink-182,Your smile fades in the summer
bruno-mars,And I know when I need it I can count on you like four three two
radiohead,Spectre has come for me
lin-manuel-miranda,And we make our mistakes
nirvana,All of a sudden my water broke I love you for what I am not
lady-gaga,"I said, ""Honey, it's simple."
nirvana,"Hello, hello, hello With the lights out, it's less dangerous"
lin-manuel-miranda,"The world will never be the same, oh The ship is in the harbor now"
radiohead,Dancing clothes won't let me in
rihanna,"I like it, like it come on, come on, come on"
lin-manuel-miranda,Let's take this moment to establish a precedent
britney-spears,"Where you from, how's it going?"
adele,"So I, I turned around"
britney-spears,"(You will find it out, don't worry)"
lady-gaga,"I'm on the right track, baby, I was born this way Don't be drag, just be a queen"
lady-gaga,(That shit on the radio)
radiohead,I'm in the middle of your picture
rihanna,I ain't coming back again
adele,And bear my soul I know I'm not the only one
nirvana,"I'm a negative creep and I'm, and I'm Daddy's little girl ain't a girl no more"
rihanna,"Hey boy, I really wanna be with you"
lady-gaga,Just smoke my cigarette and hush
blink-182,Are you afraid of leaving tonight
rihanna,The future seemed so bright
rihanna,"Oh now tell me, now tell me, now tell me, now you know Not really sure how to feel about it"
michael-jackson,I Love The Way You Shake That Thing Girl
lin-manuel-miranda,Is it like a beat without a melody?
bruno-mars,Take you to every party
lin-manuel-miranda,Scammin' for every book he can get his hands on
lady-gaga,Tell me something that'll change me
bruno-mars,"You deserve it baby, you deserve it all"
nirvana,Stay away I don't know why
nirvana,And that's old news Would you like to hear my voice
britney-spears,I know that we could make it right I don't know how to live without your love
lin-manuel-miranda,"Alex, you gotta fend for yourself He started retreatin' and readin' every treatise on the shelf There would have been nothin' left to do for someone less astute"
lin-manuel-miranda,"To socially advance, instead of sewin' some pants"
blink-182,(Whoa-oh-oh) we're left alone (whoa-oh-oh)
lady-gaga,"Show me your teeth, show me your teeth"
blink-182,My car is in the front yard
britney-spears,"So put another dime in the jukebox, baby"
bruno-mars,'Cause today I swear I'm not doing anything No I ain't gonna comb my hair
britney-spears,Let me see you dance
michael-jackson,She's consumed with everything that's been goin' on
rihanna,You can see it through my chest
nirvana,I will crawl away for good I will move away from here
adele,And it's been that way to long
radiohead,Someone's son or someone's daughter
radiohead,I dance around the pit
adele,"And for what, and for what, and for what"
michael-jackson,(Keep the brother on his knees)
radiohead,And sail us to the moon
adele,"Well, it burned while I cried"
bruno-mars,Next Thing I know She Tell My Show This Aint You
lady-gaga,"ARTPOP, ARTPOP Free my mind, ARTPOP"
rihanna,So how come when I reach out my finger
radiohead,Don't get any big ideas
adele,Seems I love the things you do
nirvana,"I laughed and shook his hand, and made my way back home"
rihanna,"Ain't a Ferrari, huh boy, I'm sorry"
britney-spears,I'm gonna be a little selfish
rihanna,"Hey boy, I wanna be with you"
bruno-mars,Oh yeah yeah yeah yeah
michael-jackson,"Who do you love, babe?"
lady-gaga,To cut through all his worn out leather
lady-gaga,"If you find it, send it straight to Hollywood Ha ha ha ha ha ha ha ha ha ha ha ha"
radiohead,I can see you drowning
blink-182,The air is so cold and null (I'm feeling this)
lady-gaga,But I can't pretend to love you no more babe
lin-manuel-miranda,"We'll see where we land (boo) Burr, the revolution's imminent, what do you stall for? If you stand for nothing Burr, what'll you fall for? Oh, who are you oh, who are you oh, who are you?"
radiohead,I wish I was special
lin-manuel-miranda,And we make our mistakes
michael-jackson,"and you can't touch me, 'cause I'm untouchable"
britney-spears,"Sweet surprise, I could get used to"
lin-manuel-miranda,When's it gonna get me?
lady-gaga,"Tonight, tonight, tonight Don't shoot"
britney-spears,You know I know that you know I know
nirvana,I've got a new complaint
blink-182,The only time I feel alive is when I find something I would die for
adele,I gave you everything you never gave me
michael-jackson,"If I don't come up, number one"
michael-jackson,You try to cope with every lie they scrutinize
rihanna,Can't remember what you did (But I hate it) You know exactly what to do
bruno-mars,Let me feel your body now Girl you're the only thing that I see
lady-gaga,Aura-a-a-a Aura-a-a-a I'm not a wandering slave
britney-spears,"God, I need some answers What am I to do with my life?"
nirvana,"The face from his moment,"
nirvana,Don't expect me to cry
bruno-mars,"Go with it, go with it, go with it"
